query,title,video_id,dox_score,timestamp
Hamedaxmj Felix,Je FUGUE SEUL en CORÉE DU SUD ... #1,PYtf2rbGDcM,0.7247341962277515,2025-12-15 23:12:44.214958
Hamedaxmj Felix,JE TESTE LE PLUS GRAND PARC D&#39;ATTRACTION DE COREE DU SUD,DFa25vuP5Yo,0.6886034335565488,2025-12-15 23:12:44.219468
Hamedaxmj Felix,Felix (Stray Kids) speak french !,JKgSMTHPT0g,0.656498570868938,2025-12-15 23:12:44.218469
Felix Corée address,Stray Kids Felix Stage VS Dance practice🔥🐥  #felix #leefelix #felixskz #straykids,d6pTsR_Cd28,0.6305170060447464,2025-12-15 23:12:46.241165
Felix Corée address,Do you remember this Felix&#39;s little Korean introduction? | Stray kids #felix,L_GaGor1YKI,0.6305170060447464,2025-12-15 23:12:46.240165
Stray Kids maison,[SKZ LOG] Stray Kids : 어쩌다 촬영한 하루｜2023 STAYweeK,LP0K1l8LtC0,0.6159056347888813,2025-12-15 23:12:45.533455
Stray Kids maison,5 SECRETS SUR HYUNJIN DE STRAY KIDS #hyunjin #skz #straykids #kpop,q0KcXpq_RCM,0.6159056347888813,2025-12-15 23:12:45.539962
Stray Kids maison,Les SDF de Stray Kids ! #kpop #straykids #concerts #stadedefrance   #musique #kpopfan,v0Lr_Z7AvF4,0.6159056347888813,2025-12-15 23:12:45.538962
Stray Kids maison,PRANK STRAY KIDS ARAIGNÉE | Actu KPOP FR #straykids #stay #kpop #idol,L-0VCtRWfIc,0.6159056347888813,2025-12-15 23:12:45.537965
Stray Kids maison,HAN DE STRAY KIDS PRIS AVEC UN IPHONE | Actu KPOP FR  #kpop #straykids,vGCOhl6umR4,0.6159056347888813,2025-12-15 23:12:45.536962
Stray Kids maison,Si Stray Kids en famille était doublé en français 😂🇨🇵 ( Partie 1),fXSPIQ1o8oI,0.6159056347888813,2025-12-15 23:12:45.536962
Stray Kids maison,pov.stray kids choosing your home #kpop #kpopskz #fyp #fypシ゚viral,RF3Kte-AhC4,0.6159056347888813,2025-12-15 23:12:45.534454
Stray Kids maison,Pauvre Seungmin 😂 / compilation &quot;Stray Kids se chamaillent comme des frères&quot; sur ma chaine,JXIzA5t6_-U,0.6159056347888813,2025-12-15 23:12:45.534454
Stray Kids maison,Stray Kids superheroes🦸#StrayKids #skzlog #skz,HwPCfe-z1eE,0.6159056347888813,2025-12-15 23:12:45.534454
Stray Kids maison,IL ÉCHAPPE À LA PRISON GRACE À STRAY KIDS | Actu KPOP FR #straykids #stay #kpop,P4ZBLfU8fF0,0.6159056347888813,2025-12-15 23:12:45.537965
Felix Corée address,Felix Korean Beauty Standards Stray Kids,hHcfKwF4Tk4,0.5815095918169684,2025-12-15 23:12:46.244165
Felix Séoul,Stray Kids&#39; FELIX Interview at HAUS NOWHERE SEOUL Opening Event #straykids #skz #felix #felixskz,ex18awVWs1o,0.548026950069531,2025-12-15 23:12:44.866946
Felix Séoul,#felix at Haus Nowhere Seoul,E1yx_p9ZCbk,0.5457152801751662,2025-12-15 23:12:44.868946
Felix Séoul,#lisa standing next to #felix &amp; #jhope  at the opening of LV The Space in Seoul #blackpink,bMwTWLLEL2A,0.5457152801751662,2025-12-15 23:12:44.867946
Felix Séoul,Changbin thought he was stroking Felix&#39;s back 🤣💀 [Maniac in Seoul D3] #straykids,7Rfnzl2ZbCw,0.5457152801751662,2025-12-15 23:12:44.869946
Felix Séoul,Haus Nowhere Seoul with Felix,6fc84AUqs1A,0.5457152801751662,2025-12-15 23:12:44.864933
Felix Séoul,#Felix #VisionaryJourneys #LVThePlace #Seoul #LouisVuitton,yeA8bTFP_EA,0.5457152801751662,2025-12-15 23:12:44.871946
Felix Séoul,Haus Nowhere Seoul with Felix,qAtvGkcjrMQ,0.5457152801751662,2025-12-15 23:12:44.867946
Felix Corée address,WHICH FELIX are you choosing?🐥❤️#shorts #skz #felix,B9W-1sxw4Pk,0.5245237576791406,2025-12-15 23:12:46.249361
Felix Séoul,Felix Pops in Seoul #straykids #felix #felixskz #yongbok #skz,YQFMXytOALo,0.5170075988033112,2025-12-15 23:12:44.868946
Felix Séoul,Felix at Haus Nowhere Seoul❤️‍🔥 #straykids #stay #felix #chkchkboom #kpop,OjNdt3iIbLA,0.5170075988033112,2025-12-15 23:12:44.869946
Felix Séoul,"Felix’s beauty 🩵 [SKZ-TALKER GO! S5, ep 2 seoul] #youmakestraykidsstay #strakids #felix #skz",CidnvfaHqnI,0.5170075988033112,2025-12-15 23:12:44.871946
