query,title,video_id,dox_score,timestamp
Felix Séoul,Felix at the Louis Vuitton Visionary Journeys in Seoul🤍 #felix #felixstraykids #felixskz #straykids,6l7QVk63nbU,0.5170075988033112,2025-12-15 23:12:44.865932
Felix Séoul,Felix at Coldplay concert in Seoul 🥹❤️ #felix #straykids #shorts,9YR5I1AfIJY,0.5170075988033112,2025-12-15 23:12:44.865932
Felix Séoul,Felix bus in action on the street of Seoul 🇰🇷🚌🎂🐣🩷 #felix #straykids #felixday,V97-ngS7fus,0.5170075988033112,2025-12-15 23:12:44.870946
Felix Séoul,"LISA, JHOPE, FELIX AT THE LOUIS VUITTON VISIONARY JOURNEY IN SEOUL #Lisa #jhpe #felix #louisvuitton",v2vBVWXJqEs,0.5170075988033112,2025-12-15 23:12:44.870946
Felix Corée address,"I saw Felix in SEOUL, KOREA! 🇰🇷🇰🇷🇰🇷#FELIXSTRAYKIDS #felix #straykids #kpop",3nl9K1nOPnY,0.5170075988033112,2025-12-15 23:12:46.246165
Felix Corée address,KPop Demon Hunters IRL? #kpop #kpopdemonhunters #bts #txt #ateez #corée #felix,hKXx42DASFU,0.4912438275140062,2025-12-15 23:12:46.245165
Felix Corée address,felix arrived in seoul☺🐥 god job felix❤🤗and  rest well #straykids #felix ©® @koreadispatch,TAC_Fz_8hd4,0.47320399692682413,2025-12-15 23:12:46.248359
Felix Corée address,FELIX&#39;s HIDDEN talents🤣🐣#shorts #skz #felix,WWL4z4YvNCc,0.4606474711553117,2025-12-15 23:12:46.242166
Felix Séoul,felix share photo at HAUS NOWHERE SEOUL Opening Event  😻 Felix is a very luxurious man #felix #skz,J-XQnYSa4M4,0.43671577415854385,2025-12-15 23:12:44.866946
Hamedaxmj Felix,je note vos sonnerie du collège partie finale,5yrxVVp2IuY,0.4355110509302231,2025-12-15 23:12:44.220468
Felix Corée address,Felix was lost for words😭😂😂 #felix#straykids#fyp,eA8I7xY_tRs,0.25246826075544676,2025-12-15 23:12:46.248359
Felix Corée address,#felix #skz #deepvoice his voice is just so deep and different from others!,EnzJdffS1_w,0.25246826075544676,2025-12-15 23:12:46.247361
Felix Corée address,Felix being Felix 😂😂 || Felix deep voice #youtubeshorts #straykids #felix #bts #blackpink #kpop,HBY9jl-tsh8,0.25246826075544676,2025-12-15 23:12:46.249361
Felix Corée address,Félix #straykids #straykids #coreen #kpop #coreenne #coree #skz #felix,cbKu_ApfX_A,0.25246826075544676,2025-12-15 23:12:46.246165
Felix Corée address,Felix’s deep voice 🥵,Z0RNaHCEIp4,0.25246826075544676,2025-12-15 23:12:46.246165
Felix Corée address,5 yrs ago when he didn know korean much😂💗#felix#bangchan#aussies,XvFsH18AIsg,0.25246826075544676,2025-12-15 23:12:46.245165
Felix Corée address,AZERBAYCAN #korea #jyp #jyp #straykids #stayhome #felix #korea #jyp #kpop,1O4FE6ZmStw,0.25246826075544676,2025-12-15 23:12:46.250360
Felix Corée address,Thank you Jesus #straykids #skz #felix #felixabs #stay #straykidsfelixabs #skzfelixabs,FtOWNRh4aQg,0.25246826075544676,2025-12-15 23:12:46.244165
Felix Corée address,Felix took a picture near JYP and  president of South Korea 🐥🤍🥰 #straykids #felix,lez1MtksLjs,0.25246826075544676,2025-12-15 23:12:46.239165
Felix Corée address,Felix&#39;s Model Face VS Real life Face #제작비지원 #felix #skz,8j6P8Xg68bs,0.25246826075544676,2025-12-15 23:12:46.243165
Felix Corée address,Felix Goes Viral For His Shocking Reaction to South Korea’s President,6QZtNLT_j1I,0.25246826075544676,2025-12-15 23:12:46.243165
Felix Corée address,FELIX EST FRANÇAIS ? 🇫🇷 #kpop #straykids #felix,UyTdYjEZRS8,0.25246826075544676,2025-12-15 23:12:46.242166
Hamedaxmj Felix,FELIX AIDE LES ENFANTS AU LAOS | Actu KPOP FR #felix #straykids #stay  #kpop,XKPxnTTNVA8,0.25246826075544676,2025-12-15 23:12:44.217469
Felix Corée address,240928 My ABS😏 #StrayKids #Felix #dominATESingapore #skz,MqtVWF4yRVo,0.25246826075544676,2025-12-15 23:12:46.241165
Felix Corée address,IS THAT FELIX WITHOUT ANY BODYGUARDS ⁉️😳 #felix #straykids #skz #felixskz #australia,-EHDNHffrXc,0.25246826075544676,2025-12-15 23:12:46.240165
Hamedaxmj Felix,Felix🐥❤️💛❤️💛 #felix #trend #kpop #straykids  #music #memes #drole #challenge #skz 🦅🥮,oTRpvRlB3lA,0.25246826075544676,2025-12-15 23:12:44.220468
Felix Corée address,Felix and his mother at the airport on their way to Korea ✈️ #straykids #felix #kpop,ToY0ScZKqn0,0.25246826075544676,2025-12-15 23:12:46.239165
Felix Corée address,Felix met fin à la rumeur de séducteur,LexxvPEP6W8,0.25246826075544676,2025-12-15 23:12:46.238165
Stray Kids maison,LE CADEAU DE FELIX QUI VA TROP LOIN | Actu KPOP FR #felix #straykids #stay #kpop,SjBWFcZ-RQ0,0.25246826075544676,2025-12-15 23:12:45.540962
Stray Kids maison,FELIX RÉVÈLE COMMENT IL A ÉTÉ SCOOTÉ | Actu KPOP FR #felix #straykids #stay #kpop #idol #bangchan,mW8RU7ZEFsQ,0.25246826075544676,2025-12-15 23:12:45.539962
Hamedaxmj Felix,Felix derrière sa fenêtre : 👁👄👁?? 😂😂 #felix #hamed #straykids #kpop #stay #meme,-QnP9W-bSBM,0.25246826075544676,2025-12-15 23:12:44.216465
Stray Kids maison,LA STAY LA PLUS CHANCEUSE | Actu KPOP FR #felix #straykids #stay #kpop #idol,65g0Jsy9gpQ,0.25246826075544676,2025-12-15 23:12:45.535958
Felix Corée address,Felix deep voice #felix #deepvoice #skz #chkchkboom,K4K4iwOiGGo,0.25246826075544676,2025-12-15 23:12:46.250360
